CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
578,France,Female,62,1,134185.66,1,1,0,144500.28,4,DIAMOND,385,1
621,Germany,Male,47,2,0.0,2,1,1,178546.53,3,PLATINUM,283,0
599,Germany,Female,31,10,70779.65,1,1,0,124516.44,4,PLATINUM,263,0
675,France,Male,53,6,156229.02,2,1,0,78565.22,4,DIAMOND,304,0
809,France,Male,34,10,172970.45,2,0,1,134431.06,4,PLATINUM,503,0
726,France,Female,59,4,0.0,2,0,1,170654.35,1,GOLD,484,1
612,France,Female,46,2,81230.31,4,1,0,161560.3,1,PLATINUM,257,1
620,France,Male,45,2,111455.5,1,0,0,169586.62,5,SILVER,551,0
586,France,Male,55,3,146678.84,2,1,0,120225.68,4,PLATINUM,621,0
623,Spain,Female,31,1,0.0,1,0,1,25555.19,4,DIAMOND,148,0
749,Spain,Female,56,1,0.0,1,1,1,133466.11,4,DIAMOND,281,0
590,France,Female,47,4,197525.41,4,0,0,194671.61,2,GOLD,677,1
850,France,Female,37,3,102310.07,3,0,1,125326.03,3,DIAMOND,507,1
772,France,Male,45,10,0.0,1,1,1,39620.9,5,SILVER,368,0
781,France,Male,32,8,0.0,1,0,1,195704.11,2,PLATINUM,282,0
760,Germany,Male,29,2,106638.02,1,1,0,156903.54,3,DIAMOND,606,1
552,France,Male,29,1,0.0,2,1,1,77972.14,3,DIAMOND,343,0
625,France,Female,30,8,0.0,2,1,1,55222.04,4,SILVER,146,0
825,France,Male,31,1,79245.46,1,1,1,18041.53,4,GOLD,411,1
430,France,Female,18,0,0.0,3,0,0,28098.85,2,GOLD,640,1
676,Germany,Female,39,4,17639.88,2,1,1,180650.98,3,GOLD,603,0
701,Spain,Female,32,7,90903.72,1,1,0,45233.69,4,GOLD,558,0
637,France,Female,35,9,42666.64,1,0,1,122338.75,5,DIAMOND,449,1
774,Spain,Female,44,3,154920.51,1,0,1,62855.64,4,PLATINUM,644,0
655,Germany,Female,46,7,0.0,2,1,0,108855.96,3,SILVER,478,0
757,Spain,Male,25,2,0.0,1,1,1,65950.89,5,PLATINUM,678,0
770,France,Male,51,5,0.0,2,1,1,199416.17,4,GOLD,580,0
670,France,Male,26,9,100793.43,1,1,0,31337.17,1,GOLD,511,0
666,France,Male,41,2,0.0,2,1,1,164422.76,5,GOLD,346,0
793,France,Female,42,1,0.0,2,1,1,156886.92,1,DIAMOND,50,0
684,Germany,Male,33,10,36419.17,2,1,0,107789.27,3,DIAMOND,376,1
520,Spain,Female,36,10,0.0,1,1,1,64677.92,1,PLATINUM,484,0
821,France,Male,33,10,0.0,2,0,0,189131.16,2,DIAMOND,515,1
668,France,Male,43,3,84681.41,2,1,1,137293.7,4,PLATINUM,427,1
605,Spain,Female,32,8,80638.05,1,1,1,115153.33,1,PLATINUM,57,1
552,Spain,Male,38,3,0.0,1,1,1,89471.16,1,DIAMOND,421,0
