CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
662,France,Male,38,5,0.0,2,1,0,93198.63,2,SILVER,381,0
614,Spain,Male,52,1,81996.31,2,1,0,105902.18,3,DIAMOND,517,1
709,Germany,Male,29,9,0.0,1,0,0,95649.87,3,SILVER,502,0
507,Spain,Male,36,3,0.0,2,0,0,17958.16,4,SILVER,767,0
663,France,Female,21,8,0.0,3,1,0,21863.61,5,GOLD,461,0
537,Spain,Female,48,2,0.0,1,1,0,87051.65,3,DIAMOND,396,0
647,Germany,Male,42,8,41328.14,3,1,1,179893.68,4,GOLD,392,1
730,Germany,Male,34,7,0.0,2,0,0,17472.44,5,SILVER,197,0
726,France,Male,54,7,0.0,1,1,0,136024.75,3,DIAMOND,349,0
746,France,Female,38,7,0.0,2,1,1,173872.14,1,GOLD,487,0
728,Spain,Female,41,9,108352.71,1,0,1,55338.85,3,PLATINUM,186,0
635,Germany,Female,41,1,68604.3,2,0,0,177059.19,3,GOLD,298,0
579,France,Female,36,0,63814.69,1,0,1,167810.49,5,DIAMOND,548,0
603,Spain,Female,50,5,0.0,2,1,0,152070.35,1,PLATINUM,699,0
602,France,Female,54,4,118066.48,2,0,0,150115.52,3,SILVER,117,0
726,Germany,Female,25,7,132810.45,1,1,0,140681.72,5,PLATINUM,532,0
823,France,Female,44,1,0.0,1,1,1,43665.08,3,PLATINUM,625,0
641,France,Female,19,10,0.0,3,1,1,68733.29,2,SILVER,107,0
579,Germany,Male,28,6,124929.75,2,0,1,105277.38,2,GOLD,323,0
628,Germany,Male,35,0,64181.04,1,1,0,134559.95,2,SILVER,232,1
542,Germany,Female,52,8,65652.03,2,0,1,148791.85,4,PLATINUM,430,1
627,Germany,Female,58,2,37595.79,1,0,0,66309.58,3,GOLD,421,0
591,Germany,Female,62,2,44680.18,1,1,1,182095.03,5,DIAMOND,107,0
721,France,Male,37,9,174737.85,3,0,1,79046.92,3,SILVER,141,0
424,Spain,Male,45,6,0.0,1,1,0,67013.87,2,GOLD,158,0
752,France,Male,37,8,807.28,4,0,1,158028.03,5,SILVER,529,0
841,Germany,Male,33,2,59101.07,1,1,0,150312.2,2,DIAMOND,422,0
601,France,Male,38,10,75792.54,1,1,0,135040.63,3,GOLD,596,0
803,Spain,Male,38,6,0.0,1,1,0,156854.27,5,GOLD,677,0
800,Germany,Male,41,1,0.0,1,0,1,69093.03,2,PLATINUM,392,0
579,Spain,Female,42,6,0.0,1,1,0,180837.67,4,GOLD,186,0
818,Spain,Male,18,5,144962.97,2,1,1,47981.1,1,PLATINUM,288,0
616,France,Female,28,9,53610.78,2,0,1,26453.54,4,DIAMOND,548,0
578,Germany,Female,48,2,135394.27,4,1,0,159029.63,1,DIAMOND,400,0
818,Germany,Male,60,3,0.0,3,1,1,74431.49,1,DIAMOND,499,1
394,Spain,Male,48,6,69334.42,4,1,0,63228.4,3,DIAMOND,471,1
538,Germany,Female,48,4,0.0,4,1,1,30077.84,2,DIAMOND,457,0
756,France,Male,59,1,0.0,4,1,1,53883.61,2,DIAMOND,665,1
802,Spain,Male,39,8,4590.04,3,1,1,23902.07,1,PLATINUM,332,0
714,France,Male,28,6,0.0,3,1,0,176997.82,3,PLATINUM,320,0
642,France,Male,54,7,184818.28,1,0,0,167740.98,1,DIAMOND,119,0
555,France,Male,48,8,54294.0,2,0,0,132257.04,2,DIAMOND,303,0
656,Spain,Male,55,2,0.0,3,1,1,102650.5,5,GOLD,678,1
561,Spain,Female,41,1,0.0,1,0,0,94855.09,2,PLATINUM,616,0
639,France,Female,51,9,111098.58,1,1,1,37317.25,5,DIAMOND,528,0
706,Spain,Male,48,9,63653.48,1,1,0,181418.49,5,SILVER,284,0
776,Germany,Male,55,10,48611.42,3,1,1,172861.89,5,SILVER,466,0
754,France,Female,47,0,59770.98,1,0,1,132296.4,2,PLATINUM,212,0
754,Germany,Female,47,5,0.0,2,0,0,167377.78,4,SILVER,505,0
850,France,Female,51,8,165592.4,1,1,0,99889.28,2,SILVER,585,0
697,France,Male,51,8,96769.53,2,0,0,167209.78,2,SILVER,264,0
474,Germany,Female,54,7,79132.99,1,1,0,103997.52,4,GOLD,682,0
635,Spain,Female,44,10,0.0,1,1,0,136402.48,2,DIAMOND,660,0
850,Spain,Male,42,9,63258.09,1,1,1,35249.98,1,SILVER,80,0
550,Germany,Male,42,3,135959.21,2,0,0,164913.22,5,SILVER,425,0
690,Spain,Male,42,5,0.0,1,1,0,95037.53,2,DIAMOND,700,0
849,Spain,Female,49,9,88052.41,1,0,1,159588.77,4,DIAMOND,251,0
628,Germany,Female,42,6,0.0,1,1,1,167877.13,3,PLATINUM,329,0
743,France,Male,37,4,0.0,1,1,0,102723.43,1,PLATINUM,347,0
732,Germany,Male,48,4,34088.49,1,1,0,140701.71,2,GOLD,474,1
678,Germany,Male,54,6,108290.81,1,0,1,122031.19,3,SILVER,598,0
578,Spain,Male,59,3,0.0,1,0,1,24955.15,4,GOLD,527,0
715,France,Male,33,7,141474.43,3,1,0,174901.26,1,SILVER,808,0
763,France,Male,35,4,107216.99,1,1,1,99983.91,3,SILVER,130,1
668,Germany,Male,52,2,37277.72,2,1,1,80213.59,2,PLATINUM,391,1
850,France,Male,28,9,171118.16,2,0,0,89029.84,3,SILVER,294,0
682,France,Male,52,0,119125.55,2,0,0,18629.8,4,SILVER,518,1
791,France,Male,49,0,0.0,2,0,0,46158.73,2,PLATINUM,533,0
637,Germany,Female,50,10,42735.37,3,0,1,161957.57,2,GOLD,355,0
727,Spain,Male,50,9,115010.39,4,0,1,66260.81,4,PLATINUM,113,0
660,Spain,Male,42,7,196769.07,2,1,0,180726.77,1,PLATINUM,923,0
517,Germany,Male,22,3,151750.77,4,1,1,195161.26,5,GOLD,315,0
607,France,Female,30,5,80495.8,1,1,1,51306.79,4,PLATINUM,477,0
607,France,Female,29,3,20925.88,1,1,1,164605.02,5,SILVER,517,0
591,France,Female,44,10,157188.74,2,1,1,177245.91,4,GOLD,532,0
591,France,Male,47,1,0.0,3,0,0,84470.82,3,PLATINUM,512,1
636,Spain,Male,47,7,0.0,1,1,0,178992.6,1,DIAMOND,243,0
744,France,Female,37,6,0.0,1,1,1,70199.23,3,GOLD,931,0
557,Germany,Female,44,8,0.0,2,0,0,19878.35,5,SILVER,689,0
692,Germany,Male,32,8,69920.76,4,0,0,16755.61,4,PLATINUM,730,0
696,France,Female,43,4,53893.82,1,1,0,13369.94,3,SILVER,548,0
501,Germany,Female,34,2,73755.53,1,1,1,25045.33,5,SILVER,411,1
572,Germany,Male,46,0,0.0,1,1,0,188720.91,3,PLATINUM,784,1
764,France,Male,46,4,0.0,1,1,1,164739.32,4,SILVER,352,0
588,France,Male,34,8,150719.38,1,0,1,181689.29,1,DIAMOND,779,0
760,France,Male,53,0,0.0,1,1,0,55211.78,1,DIAMOND,252,0
697,Spain,Female,43,10,0.0,2,0,0,12675.96,1,GOLD,469,0
844,Germany,Male,33,9,22020.17,2,0,0,60582.26,4,GOLD,423,0
651,Germany,Female,36,10,0.0,3,1,1,89574.83,1,SILVER,346,0
702,Spain,Female,43,5,0.0,4,1,0,62010.35,1,DIAMOND,389,1
769,Germany,Male,32,3,0.0,1,1,1,39639.08,5,GOLD,424,0
631,Spain,Female,58,0,99587.49,2,1,1,85799.26,2,SILVER,221,0
572,France,Female,51,4,0.0,2,0,1,95661.81,2,PLATINUM,387,0
692,Spain,Male,31,8,100263.33,1,1,0,193637.72,1,SILVER,499,0
665,Germany,Male,39,2,34480.59,3,1,1,40670.35,1,SILVER,164,0
722,Spain,Female,45,1,37306.62,3,1,0,194855.31,4,DIAMOND,340,1
558,Spain,Male,35,1,75717.36,2,0,1,68744.94,4,GOLD,500,0
524,France,Female,27,4,0.0,2,0,0,143583.34,1,GOLD,179,0
707,Germany,Female,30,6,23731.52,3,1,0,29931.61,2,PLATINUM,664,0
639,France,Female,30,1,72179.64,2,1,0,150467.89,3,DIAMOND,658,0
513,Germany,Female,41,0,134593.4,1,1,1,40397.88,1,SILVER,284,0
751,Spain,Female,35,6,71237.64,2,1,0,165285.63,1,DIAMOND,666,0
596,Spain,Male,53,7,71239.54,4,0,0,10149.44,2,PLATINUM,446,1
715,Germany,Female,47,3,0.0,3,1,0,173002.14,3,GOLD,660,0
565,Spain,Male,28,6,74374.1,1,1,1,133600.43,4,PLATINUM,434,0
569,Spain,Male,26,2,0.0,2,0,0,71597.55,2,GOLD,353,1
490,France,Female,37,6,62083.3,2,1,0,102519.94,2,PLATINUM,355,0
835,Spain,Female,50,7,54684.33,2,0,1,110220.56,4,PLATINUM,482,0
704,France,Female,47,5,28794.39,3,0,1,179346.57,5,SILVER,579,0
605,Spain,Male,38,0,0.0,2,1,1,197383.85,1,GOLD,421,0
669,France,Female,37,10,111975.33,1,1,1,26164.99,2,SILVER,374,0
671,Germany,Female,35,2,0.0,1,1,0,173663.79,2,GOLD,380,0
813,France,Male,30,8,0.0,1,1,1,151397.13,3,PLATINUM,375,0
472,Spain,Male,34,8,60110.03,2,1,1,53168.03,2,PLATINUM,545,0
692,France,Female,62,8,0.0,1,0,0,18182.67,2,SILVER,260,0
695,France,Male,39,1,51451.2,1,0,1,102438.64,1,SILVER,607,1
680,Germany,Female,31,6,0.0,2,1,0,94295.98,3,SILVER,508,0
767,France,Female,31,8,0.0,1,1,0,22435.67,5,GOLD,602,0
724,France,Male,40,8,222002.32,2,1,1,64996.73,2,PLATINUM,159,0
669,France,Male,24,5,0.0,2,1,1,134425.35,5,GOLD,270,0
512,Germany,Female,38,8,39408.09,1,1,0,48089.9,4,DIAMOND,328,0
642,France,Male,44,10,0.0,1,1,0,102401.79,1,SILVER,307,0
595,France,Female,52,2,0.0,1,1,1,145616.75,1,SILVER,79,0
624,Germany,Female,56,5,114854.66,1,1,1,11279.46,1,DIAMOND,496,1
628,Spain,Female,44,9,38666.63,2,1,1,11745.83,2,DIAMOND,542,0
522,Germany,Male,18,6,66727.6,2,1,1,195084.95,1,DIAMOND,549,0
600,Germany,Male,37,6,170378.94,1,0,1,134513.38,2,PLATINUM,506,0
735,Germany,Male,20,5,0.0,1,1,0,141003.07,3,GOLD,807,0
649,Spain,Male,42,3,0.0,1,1,0,110001.01,1,PLATINUM,97,0
555,Germany,Male,19,2,0.0,1,1,1,55831.59,4,DIAMOND,451,0
617,Spain,Female,62,7,99179.76,2,1,0,125199.17,3,PLATINUM,582,0
686,Germany,Female,45,8,0.0,2,0,1,85130.26,5,PLATINUM,469,0
638,Germany,Male,48,5,0.0,1,0,1,123197.35,2,GOLD,225,0
598,France,Female,37,4,94473.17,1,1,1,26233.74,1,DIAMOND,94,1
467,France,Female,44,9,139344.15,1,1,1,57671.06,4,PLATINUM,254,0
729,Germany,Male,38,10,61520.04,2,1,1,29274.63,3,DIAMOND,273,0
624,Germany,Male,64,1,0.0,1,1,1,167705.68,4,GOLD,400,0
575,Spain,Female,33,7,30278.11,1,1,0,58134.06,2,SILVER,638,0
567,Germany,Male,33,2,42770.45,1,1,0,69624.3,3,SILVER,425,0
535,France,Male,41,0,84373.41,3,1,0,108503.05,5,SILVER,553,1
753,France,Female,38,5,10485.24,2,1,0,177354.83,4,DIAMOND,582,0
702,France,Male,39,1,56384.77,3,1,1,139085.04,1,SILVER,50,0
515,Spain,Male,54,9,0.0,2,0,0,22502.16,1,GOLD,331,0
546,France,Female,38,6,0.0,2,1,1,64905.3,5,SILVER,655,0
620,France,Male,51,0,0.0,2,1,0,68781.63,3,DIAMOND,424,0
499,Germany,Female,60,6,548.12,2,1,1,76123.16,1,PLATINUM,232,0
811,Germany,Female,42,1,177488.09,2,1,0,82392.99,4,DIAMOND,521,1
494,France,Female,25,2,0.0,1,1,1,91980.07,5,SILVER,613,0
537,Germany,Female,43,2,41592.44,2,1,0,139313.23,1,DIAMOND,501,0
626,France,Male,35,3,24978.36,1,1,1,105629.07,2,SILVER,459,0
