CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
666,Spain,Female,41,7,88834.16,1,1,1,198303.31,3,GOLD,565,0
693,Spain,Female,45,5,67967.98,1,1,0,158594.45,3,DIAMOND,106,1
607,France,Female,33,6,133971.62,2,0,0,167994.16,4,DIAMOND,413,0
641,Spain,Female,35,10,0.0,2,0,1,79055.56,2,GOLD,397,0
519,France,Female,44,6,36601.05,2,1,0,72277.56,3,SILVER,636,0
592,Germany,Male,21,5,0.0,1,1,1,157417.97,3,DIAMOND,341,0
729,Germany,Male,37,9,0.0,1,1,1,115478.73,3,GOLD,466,0
597,France,Male,31,4,127072.25,2,1,1,48962.08,1,DIAMOND,217,0
679,Spain,Female,34,3,0.0,1,1,0,147002.36,3,SILVER,119,0
520,Germany,Female,40,4,124684.17,1,0,0,115939.66,2,SILVER,58,1
707,France,Male,40,5,0.0,1,1,0,108032.54,2,GOLD,67,0
597,Spain,Female,45,8,0.0,2,0,1,131057.41,2,SILVER,313,0
585,France,Male,56,0,238546.4,3,1,1,123251.55,5,SILVER,906,1
531,Spain,Male,46,0,22114.75,2,1,1,38870.51,5,DIAMOND,510,0
738,Germany,Male,40,8,99099.93,1,1,0,19300.47,5,PLATINUM,521,0
659,Germany,Female,43,1,0.0,2,1,0,84963.93,3,SILVER,717,0
483,Spain,Male,30,4,187115.94,1,1,0,83963.58,3,SILVER,151,1
634,Germany,Male,28,5,121972.7,1,1,0,135432.84,5,DIAMOND,495,1
547,France,Female,47,7,63482.14,1,1,1,29224.05,5,PLATINUM,541,0
548,Spain,Male,32,9,125625.67,1,1,1,43451.72,4,SILVER,50,0
701,Spain,Male,39,4,22421.79,2,1,0,26735.27,5,GOLD,485,0
502,Germany,Female,40,5,0.0,1,1,0,157103.42,2,DIAMOND,294,1
769,Germany,Male,44,8,31095.53,2,0,0,72766.56,5,GOLD,499,0
671,France,Male,45,0,0.0,1,1,1,188910.46,5,PLATINUM,388,0
507,Germany,Male,52,0,0.0,1,1,0,138582.2,5,SILVER,212,1
716,France,Female,51,7,0.0,1,1,1,115474.89,2,GOLD,165,0
