CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
688,France,Male,40,10,54390.78,2,1,1,27506.33,4,GOLD,546,0
679,France,Male,36,10,27913.33,2,1,0,132077.14,2,PLATINUM,551,0
556,Spain,Female,38,3,62991.58,1,1,0,22886.79,4,PLATINUM,790,0
658,Spain,Female,44,8,105297.39,2,1,0,123678.41,4,PLATINUM,465,0
606,France,Female,44,0,78149.4,2,0,1,194621.56,2,SILVER,453,0
705,Spain,Male,31,10,0.0,2,0,0,136595.16,5,GOLD,499,0
729,France,Female,25,4,0.0,2,0,0,118179.66,4,DIAMOND,618,0
623,Germany,Female,42,5,122096.45,1,0,0,156803.83,1,GOLD,225,1
833,Spain,Female,28,5,0.0,1,0,0,156565.08,3,SILVER,451,0
417,Germany,Female,38,0,57949.04,4,0,0,136939.12,5,GOLD,881,0
786,Spain,Female,58,3,0.0,3,1,0,40421.06,3,SILVER,265,1
647,Spain,Female,21,7,23789.97,3,1,1,111103.62,3,PLATINUM,541,0
642,France,Female,28,10,34119.35,1,1,1,43940.03,5,GOLD,111,0
681,France,Female,34,1,13116.26,3,0,0,114677.35,5,GOLD,242,0
692,Spain,Female,41,10,0.0,2,0,1,97075.74,5,SILVER,697,0
650,Germany,Male,18,2,48854.72,2,1,0,77717.63,5,DIAMOND,628,0
600,Spain,Female,30,7,0.0,1,1,1,69605.06,1,SILVER,416,0
611,Spain,Female,39,7,150696.64,1,1,0,78497.01,5,SILVER,277,0
639,France,Male,41,5,0.0,4,1,1,181428.25,2,SILVER,434,0
722,Germany,Female,42,4,0.0,3,0,1,175945.27,3,DIAMOND,50,0
643,Spain,Male,19,1,0.0,2,1,0,152377.76,2,DIAMOND,266,0
590,Germany,Female,48,10,0.0,1,0,1,183993.87,5,PLATINUM,763,0
673,France,Female,35,2,82285.35,1,0,0,50341.05,2,DIAMOND,692,0
569,France,Male,44,4,0.0,1,1,1,168695.04,4,SILVER,339,0
586,Germany,Male,39,10,184322.54,4,0,0,49603.07,1,GOLD,463,0
665,France,Female,39,1,30320.25,1,1,0,199959.42,5,SILVER,597,0
393,France,Female,30,10,130212.86,2,0,0,27089.79,5,PLATINUM,264,1
604,Germany,Male,37,5,0.0,3,1,1,117629.62,5,PLATINUM,377,0
793,Spain,Male,27,6,0.0,2,1,0,30068.02,2,PLATINUM,302,0
662,France,Female,28,7,88930.87,1,0,0,32082.15,5,PLATINUM,579,0
526,Spain,Female,23,10,72456.99,1,0,0,157670.52,5,SILVER,397,1
679,France,Female,38,0,0.0,1,1,1,56863.98,4,SILVER,683,1
716,France,Female,24,0,122462.45,2,0,0,135215.34,5,PLATINUM,556,0
708,Germany,Female,40,9,0.0,1,1,1,137299.79,1,DIAMOND,345,0
532,Spain,Male,30,10,43375.81,2,1,0,148197.12,3,SILVER,445,0
625,Spain,Male,39,6,114764.79,1,1,0,85986.76,1,GOLD,423,0
600,France,Female,25,5,0.0,1,1,1,169711.4,4,SILVER,318,0
722,France,Female,34,5,0.0,2,1,1,125174.44,2,SILVER,694,0
647,Germany,Male,26,7,126977.03,2,0,0,84947.89,2,PLATINUM,50,0
622,Spain,Male,33,8,0.0,4,1,1,27002.32,1,SILVER,535,0
668,France,Male,18,6,0.0,2,1,0,24682.33,1,DIAMOND,335,0
402,Germany,Female,31,4,138673.42,2,1,1,99512.29,4,SILVER,567,0
661,Germany,Female,36,9,0.0,4,0,0,52202.63,4,PLATINUM,352,0
743,Spain,Female,26,1,68951.44,1,1,1,103533.12,1,PLATINUM,516,0
825,France,Male,35,10,0.0,2,1,1,34408.4,2,SILVER,452,0
620,Spain,Female,20,10,0.0,2,0,0,142822.68,1,PLATINUM,675,0
618,France,Female,34,8,0.0,2,1,0,11215.84,1,PLATINUM,328,0
542,Spain,Female,31,9,0.0,2,1,0,110064.16,2,PLATINUM,89,0
758,Spain,Female,32,6,0.0,2,1,0,184782.77,1,GOLD,728,0
670,Germany,Female,18,6,128333.92,1,1,0,150036.78,2,GOLD,534,1
555,France,Female,40,10,308.78,1,1,0,68286.5,2,SILVER,111,0
464,France,Female,28,8,0.0,2,1,0,19150.37,2,SILVER,413,0
743,Germany,Male,40,1,141926.66,1,1,0,165493.57,4,PLATINUM,274,0
735,France,Female,26,9,138089.49,2,0,0,66934.53,2,GOLD,75,0
603,France,Male,29,4,75826.75,2,1,0,56601.76,3,GOLD,526,0
563,Spain,Female,38,10,96366.04,2,1,0,120515.32,4,PLATINUM,442,0
614,France,Female,38,3,193532.84,1,1,1,146310.58,3,SILVER,263,0
631,Spain,Male,33,0,0.0,1,0,0,179110.46,3,GOLD,290,0
633,Germany,Male,29,3,111194.72,3,1,0,120394.97,2,PLATINUM,583,1
618,France,Male,35,10,0.0,1,0,0,133019.62,3,GOLD,530,0
598,Spain,Female,32,8,25564.89,1,1,0,148350.99,2,GOLD,382,0
624,France,Male,26,7,0.0,2,1,0,161472.25,1,SILVER,533,0
646,France,Female,33,1,25532.05,3,1,0,94745.02,3,SILVER,652,0
648,France,Male,24,6,0.0,2,1,0,151577.92,3,GOLD,50,0
850,France,Male,34,0,72233.04,2,1,1,67637.49,2,SILVER,553,0
576,France,Female,33,8,0.0,1,1,1,58771.76,1,SILVER,412,0
675,France,Male,27,0,0.0,2,0,0,114380.2,5,SILVER,740,0
772,France,Female,21,0,105292.56,1,1,1,84581.34,5,DIAMOND,524,1
591,France,Male,35,3,0.0,3,1,1,163552.87,5,DIAMOND,336,0
602,Spain,Female,32,6,0.0,1,1,1,69328.42,3,GOLD,352,0
778,France,Female,38,6,149052.65,1,0,0,132289.61,2,PLATINUM,209,0
551,France,Female,29,3,0.0,1,1,1,188958.68,2,DIAMOND,467,0
698,Spain,Female,42,4,0.0,2,0,0,60685.68,3,GOLD,550,0
669,Germany,Female,49,6,138169.36,2,0,1,83326.87,1,SILVER,50,0
712,France,Female,18,3,0.0,1,0,1,82389.37,3,PLATINUM,318,0
629,Germany,Female,41,6,0.0,2,1,1,26056.46,1,GOLD,775,0
819,Spain,Female,41,6,27711.66,1,1,0,103617.68,3,SILVER,599,0
660,France,Male,23,2,98957.94,2,1,1,150215.42,2,SILVER,586,0
716,Germany,Female,43,9,35109.06,1,1,0,56723.83,3,DIAMOND,590,0
788,France,Male,57,3,0.0,1,1,0,177818.81,1,PLATINUM,433,0
730,Spain,Female,45,7,0.0,1,1,0,94742.03,4,SILVER,727,0
692,France,Female,37,2,99358.8,1,1,1,106015.16,5,SILVER,383,0
737,Spain,Male,24,0,0.0,2,1,0,144239.38,3,PLATINUM,271,0
676,Germany,Female,26,3,0.0,2,1,1,71896.48,4,DIAMOND,415,0
662,France,Female,37,5,107255.33,2,1,1,199206.78,5,DIAMOND,50,0
638,France,Male,42,8,0.0,4,1,1,36069.59,4,SILVER,550,0
576,Spain,Female,43,9,0.0,2,1,0,40044.1,4,PLATINUM,637,0
709,France,Male,33,1,61717.01,2,1,0,12174.65,4,GOLD,162,0
850,Germany,Female,47,8,71552.05,2,0,0,90279.02,1,GOLD,409,0
667,France,Female,43,4,143615.66,3,1,0,122176.43,5,PLATINUM,609,1
566,Spain,Female,44,5,53243.2,1,0,0,119704.6,2,GOLD,276,1
758,France,Male,24,10,0.0,2,1,0,191798.58,1,PLATINUM,67,0
850,France,Female,29,4,0.0,4,1,0,24475.85,1,DIAMOND,401,0
645,Germany,Male,18,9,0.0,1,1,0,108494.31,3,GOLD,868,0
496,Spain,Male,46,9,0.0,2,0,1,149876.84,5,GOLD,398,0
658,Germany,Female,22,7,163201.77,1,1,0,41482.06,2,SILVER,461,0
657,France,Male,35,0,78407.01,2,1,0,104162.6,5,PLATINUM,754,0
555,Germany,Male,39,4,43726.15,1,1,0,93757.96,4,DIAMOND,455,0
776,France,Male,49,0,0.0,4,0,1,113886.93,4,DIAMOND,288,0
534,Germany,Male,50,2,202245.25,2,0,1,25073.88,2,DIAMOND,609,1
572,Germany,Male,39,6,0.0,1,1,1,14141.25,1,GOLD,276,0
690,France,Male,51,6,111466.48,2,1,1,36716.11,2,DIAMOND,432,0
590,France,Male,21,0,0.0,4,0,0,191748.83,5,GOLD,452,0
331,France,Male,30,9,82409.52,2,1,1,153096.36,1,DIAMOND,462,0
462,France,Male,48,2,84213.48,1,0,0,137458.63,2,GOLD,335,0
526,France,Female,51,2,112927.6,3,1,1,49459.86,2,SILVER,107,0
820,France,Female,35,7,130298.74,3,1,1,11888.62,2,GOLD,398,0
621,France,Male,34,5,0.0,2,1,1,193783.05,3,PLATINUM,578,0
794,Spain,Male,29,4,50035.9,1,0,1,30814.02,5,DIAMOND,389,0
557,France,Female,25,9,0.0,1,1,0,129730.84,5,DIAMOND,467,0
713,France,Male,18,6,162792.51,2,0,0,52251.09,5,DIAMOND,660,0
613,France,Male,42,4,101557.13,3,0,1,27768.76,1,SILVER,553,0
550,Spain,Male,28,9,0.0,3,0,1,100567.32,2,PLATINUM,670,0
591,Spain,Female,36,6,141953.87,2,1,1,94753.07,4,DIAMOND,516,0
