CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
633,France,Female,41,5,0.0,2,0,0,65547.7,2,DIAMOND,479,0
696,Spain,Male,35,7,0.0,1,0,1,72049.68,4,DIAMOND,577,0
634,Spain,Female,50,7,145368.69,2,0,0,15356.71,3,GOLD,349,0
772,France,Male,46,0,0.0,1,1,1,115025.32,1,DIAMOND,293,0
681,Spain,Female,46,2,0.0,1,1,0,155549.24,4,PLATINUM,413,1
567,Spain,Female,24,3,0.0,3,1,1,83526.2,1,SILVER,857,0
850,Germany,Female,29,6,62654.12,2,1,0,12065.9,1,DIAMOND,456,0
723,France,Female,41,2,72906.76,2,0,1,101790.58,4,DIAMOND,693,0
682,France,Male,40,2,0.0,1,1,1,15556.41,2,SILVER,377,0
671,Spain,Female,45,8,60646.36,1,0,0,24609.21,1,GOLD,357,1
644,France,Female,52,5,0.0,1,1,1,147644.38,4,DIAMOND,671,0
770,France,Male,35,10,41662.54,1,1,1,21916.85,5,GOLD,384,0
785,Spain,Male,49,2,80149.41,2,1,0,80729.57,4,GOLD,713,0
828,Germany,Male,40,9,187424.27,1,1,0,78625.36,2,GOLD,345,0
700,France,Male,34,4,78344.4,1,1,1,109730.02,4,GOLD,483,0
617,France,Male,27,8,125740.04,1,1,1,157080.13,2,DIAMOND,168,0
603,Spain,Male,38,10,47905.15,2,1,1,104382.6,4,GOLD,478,1
524,Germany,Male,43,5,138023.35,2,1,0,113434.5,4,SILVER,521,0
584,France,Male,41,7,142807.44,2,1,1,93986.59,4,DIAMOND,778,0
518,Spain,Female,33,10,0.0,2,1,0,149731.19,3,PLATINUM,299,0
720,Spain,Male,25,1,0.0,1,1,1,15647.39,1,GOLD,331,0
499,France,Female,35,8,105709.26,1,1,1,99060.98,5,DIAMOND,478,0
752,France,Male,29,6,0.0,2,1,1,166635.08,2,DIAMOND,354,1
714,Germany,Female,22,0,0.0,2,0,1,47523.99,2,SILVER,72,0
850,France,Male,51,5,21223.99,2,0,0,50738.68,4,DIAMOND,677,0
