CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
705,Germany,Male,50,4,0.0,1,1,1,177220.35,1,DIAMOND,448,1
850,Spain,Female,26,2,166996.27,1,1,0,196850.61,5,PLATINUM,468,1
674,Spain,Female,30,9,0.0,1,1,1,46783.39,2,SILVER,738,1
826,Spain,Female,55,1,0.0,4,1,1,38737.49,3,DIAMOND,339,1
569,Spain,Male,30,1,0.0,2,1,1,139451.87,4,PLATINUM,315,1
424,France,Female,32,5,0.0,2,1,1,32599.45,1,GOLD,431,1
648,Spain,Male,49,0,217698.81,1,1,0,112830.9,3,GOLD,350,1
550,Spain,Male,53,0,0.0,1,1,0,17069.91,1,PLATINUM,404,1
715,Germany,Female,47,1,111122.63,1,1,1,48343.0,3,PLATINUM,490,0
713,Spain,Female,40,6,68906.45,3,1,0,14130.76,5,GOLD,660,1
553,Germany,Male,36,2,82130.82,2,0,1,179717.07,3,SILVER,473,0
727,France,Female,45,8,63316.43,4,1,1,177896.47,1,DIAMOND,535,0
690,Germany,Male,43,3,81168.93,2,1,0,52156.08,3,SILVER,508,0
700,France,Male,24,3,0.0,2,0,1,37016.37,2,GOLD,344,0
507,Germany,Male,23,9,0.0,3,1,1,176807.95,1,SILVER,562,1
595,France,Male,38,4,103911.02,2,0,1,77453.4,4,PLATINUM,354,0
581,Spain,Female,32,3,0.0,1,1,1,160398.9,5,DIAMOND,736,1
581,Spain,Female,45,3,34562.34,2,1,1,58081.9,2,PLATINUM,297,0
802,France,Male,45,1,0.0,4,0,1,142022.17,5,GOLD,387,1
721,France,Female,31,4,76141.25,1,1,1,125790.15,4,GOLD,376,0
634,Spain,Male,48,0,0.0,3,1,0,45017.81,1,SILVER,346,1
626,Germany,Female,42,2,132578.49,3,0,0,61696.6,2,GOLD,536,1
619,Germany,Male,38,3,58606.03,2,0,1,183699.72,2,GOLD,412,1
704,Spain,Female,48,0,23929.61,2,1,0,189563.0,4,DIAMOND,381,0
629,Spain,Male,34,5,0.0,1,0,0,158577.16,4,PLATINUM,646,1
590,Spain,Male,36,3,0.0,3,0,0,152077.76,1,SILVER,248,1
788,Germany,Male,50,7,0.0,3,1,0,79465.88,2,PLATINUM,546,0
549,France,Female,48,8,62984.18,1,1,0,185678.35,5,PLATINUM,624,0
736,France,Female,35,0,0.0,1,1,0,65121.58,5,GOLD,551,0
829,Spain,Female,38,0,78207.7,2,1,0,176025.31,2,SILVER,634,0
622,Spain,Male,32,2,142183.21,2,0,1,136769.67,3,SILVER,700,0
678,Spain,Male,34,10,132978.69,2,0,0,195121.42,5,SILVER,452,0
471,France,Female,48,3,128800.49,1,1,0,60483.25,3,PLATINUM,239,1
618,France,Male,45,0,0.0,2,1,1,58698.06,1,SILVER,540,0
782,Spain,Female,27,2,100696.92,1,0,0,70377.23,4,DIAMOND,262,0
589,Germany,Female,57,8,57407.02,3,1,1,38871.41,1,SILVER,270,0
658,Spain,Female,34,5,0.0,2,1,1,100458.41,2,SILVER,489,0
680,Spain,Male,53,2,12132.97,2,1,1,51321.91,1,PLATINUM,111,0
542,Germany,Male,39,5,0.0,1,1,0,49971.47,2,DIAMOND,713,0
571,Germany,Female,39,6,0.0,4,1,1,158329.43,5,GOLD,348,0
625,Spain,Female,46,0,0.0,2,1,0,109434.06,5,GOLD,99,0
787,Spain,Male,51,1,92506.77,1,1,1,50993.92,3,PLATINUM,419,0
651,France,Male,18,2,41457.95,2,0,0,59491.68,3,DIAMOND,681,0
685,Germany,Female,51,5,0.0,2,1,0,195802.37,5,DIAMOND,523,1
610,France,Male,43,0,180887.26,1,1,0,106787.85,4,PLATINUM,507,0
623,France,Female,50,2,3147.63,2,1,0,20007.43,4,PLATINUM,793,1
589,Spain,Male,35,8,0.0,3,1,1,135508.5,1,GOLD,368,1
539,Spain,Female,46,2,0.0,2,1,1,110618.88,2,GOLD,419,1
652,Germany,Male,54,8,165969.29,4,0,0,185574.27,2,DIAMOND,430,1
776,Spain,Female,45,7,0.0,2,1,0,87089.08,5,PLATINUM,347,0
761,Spain,Female,39,7,89316.88,1,1,0,197649.64,2,PLATINUM,501,0
627,Germany,Male,46,5,0.0,1,1,0,47247.1,2,PLATINUM,144,0
594,France,Male,48,3,0.0,1,0,0,26732.43,2,GOLD,1002,1
681,Spain,Male,42,6,0.0,1,1,0,123473.83,1,GOLD,278,0
628,Germany,Female,29,6,30485.86,2,1,1,176776.23,5,PLATINUM,1032,1
849,Spain,Male,57,10,0.0,2,1,1,119026.46,3,SILVER,611,1
758,Spain,Female,45,5,0.0,2,1,1,83329.48,2,SILVER,58,1
638,Germany,Female,50,9,143747.21,4,0,0,188278.61,4,DIAMOND,566,1
568,France,Male,45,8,0.0,3,0,0,29094.13,3,PLATINUM,610,0
593,France,Female,35,2,0.0,2,1,1,32578.53,1,DIAMOND,336,0
693,France,Female,30,7,0.0,2,0,0,71610.39,1,GOLD,549,1
615,France,Male,38,8,0.0,1,1,0,25567.69,5,SILVER,563,1
742,Spain,Female,44,0,0.0,1,1,1,88543.46,3,DIAMOND,280,1
605,France,Female,49,9,0.0,1,0,0,55635.59,3,DIAMOND,592,1
850,Spain,Female,49,3,32926.72,3,1,0,165290.22,1,PLATINUM,202,0
515,Spain,Female,47,3,0.0,2,0,1,96651.3,4,DIAMOND,383,1
667,France,Female,37,10,0.0,2,1,0,112698.03,3,PLATINUM,267,0
574,France,Male,38,5,0.0,3,1,1,117429.39,1,DIAMOND,392,1
815,France,Female,27,1,0.0,1,1,0,40225.77,1,PLATINUM,419,0
680,Spain,Male,44,10,69221.52,1,0,1,68065.95,2,PLATINUM,447,1
846,Spain,Female,49,2,39199.61,1,1,1,92035.98,5,SILVER,526,0
706,Germany,Male,32,4,0.0,1,1,1,35310.99,1,GOLD,694,1
636,France,Female,39,7,53242.53,1,1,1,189963.47,5,PLATINUM,404,0
708,France,Female,37,3,0.0,1,1,0,114104.79,4,GOLD,639,0
807,France,Male,51,5,139511.39,1,0,1,115853.69,3,SILVER,219,0
640,Germany,Male,38,7,52612.07,2,1,1,199357.52,5,GOLD,562,0
585,Spain,Male,43,1,174745.8,1,1,0,191333.48,2,SILVER,544,1
618,France,Female,44,5,53806.25,1,1,0,79636.61,4,PLATINUM,713,0
641,Spain,Female,34,2,0.0,1,1,0,151453.83,1,GOLD,545,1
625,France,Female,65,9,109017.65,2,0,0,154960.78,4,GOLD,596,0
463,France,Female,52,8,51027.66,1,1,0,192927.7,5,SILVER,447,1
526,Spain,Male,58,7,40168.46,3,0,1,104218.94,1,GOLD,555,0
645,France,Female,43,8,0.0,2,0,0,148438.5,3,SILVER,278,0
612,Spain,Male,33,4,134953.83,1,1,1,80656.39,2,DIAMOND,534,0
615,Spain,Male,30,3,49307.04,3,1,0,160521.51,3,SILVER,333,1
653,Spain,Male,33,4,0.0,1,1,0,36426.63,2,DIAMOND,338,0
627,France,Male,48,1,0.0,1,0,0,131394.05,2,DIAMOND,105,1
750,Spain,Female,47,9,0.0,1,0,0,168070.39,4,PLATINUM,174,0
401,Germany,Male,54,5,36917.99,1,0,0,156827.58,4,SILVER,425,0
618,France,Female,37,0,0.0,1,0,0,184414.08,1,GOLD,567,1
710,Germany,Female,38,10,0.0,1,1,1,31164.97,5,SILVER,282,1
793,France,Female,25,6,3618.68,2,1,0,69565.45,5,SILVER,775,0
639,Germany,Male,43,10,35368.45,2,0,1,144698.52,5,PLATINUM,562,0
644,France,Female,43,8,23375.7,1,1,0,146768.93,3,PLATINUM,227,0
640,Spain,Female,44,4,75749.26,1,1,1,136392.86,3,DIAMOND,718,0
703,Germany,Female,34,8,85275.69,1,1,0,195797.63,2,GOLD,791,0
395,France,Male,42,2,0.0,1,1,1,35050.45,4,SILVER,788,0
667,Germany,Female,51,2,96326.12,2,1,0,13240.77,5,GOLD,279,0
537,Spain,Male,46,6,0.0,1,1,1,33382.9,1,DIAMOND,348,0
544,Spain,Male,37,4,39455.43,1,1,1,153142.54,5,PLATINUM,350,1
641,Germany,Male,28,1,50753.43,2,0,1,136254.45,5,GOLD,613,0
