CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
555,France,Female,25,5,43117.8,4,1,1,77992.22,4,DIAMOND,217,0
802,Germany,Male,37,5,31770.33,1,0,1,41980.65,1,DIAMOND,432,0
640,Spain,Female,37,7,66557.77,1,1,1,64968.26,4,GOLD,293,0
598,Spain,Female,30,4,0.0,1,1,0,86206.2,3,DIAMOND,323,0
840,Germany,Male,41,8,0.0,1,0,1,51037.97,3,DIAMOND,179,0
629,Germany,Male,18,2,69884.02,4,1,0,101794.43,5,PLATINUM,243,1
697,France,Male,55,8,18910.17,1,1,1,55805.59,3,GOLD,287,0
431,Germany,Female,30,3,61623.51,1,1,0,22431.49,1,SILVER,519,0
589,Spain,Male,29,6,0.0,1,1,0,83101.05,1,SILVER,155,0
641,France,Male,50,3,157738.78,1,0,1,14245.9,2,PLATINUM,324,0
548,France,Female,52,10,111921.75,1,0,1,70460.75,4,DIAMOND,298,1
694,France,Female,41,1,0.0,2,1,0,50947.46,3,SILVER,661,0
683,Germany,Female,24,4,189226.93,1,1,0,42797.06,5,PLATINUM,628,0
659,Germany,Female,18,0,77075.58,2,1,1,74340.92,4,DIAMOND,664,0
701,France,Female,52,2,162752.4,3,1,0,14043.66,5,GOLD,627,1
683,France,Male,50,1,128996.29,2,1,0,115625.38,2,GOLD,518,1
560,Germany,Female,35,1,0.0,1,1,0,41753.22,5,SILVER,476,1
467,Germany,Female,35,9,15778.13,1,1,0,99796.39,3,DIAMOND,307,0
525,Germany,Female,18,1,0.0,2,1,1,70061.32,3,DIAMOND,699,0
686,Spain,Female,56,10,0.0,2,0,1,83329.2,3,SILVER,473,0
696,Spain,Male,46,6,0.0,2,0,1,84364.87,3,DIAMOND,420,0
683,Germany,Male,35,3,187258.92,1,1,1,77663.49,4,SILVER,624,0
500,Germany,Male,40,7,58245.75,2,1,0,120122.64,2,DIAMOND,577,0
610,France,Female,31,1,69353.67,1,1,1,137335.09,4,DIAMOND,384,0
629,France,Female,56,8,5612.61,2,1,1,116976.7,5,GOLD,422,0
635,Spain,Male,33,5,0.0,1,1,0,120762.92,4,PLATINUM,524,0
707,France,Male,37,0,106036.21,1,0,0,132223.34,5,SILVER,304,0
482,Germany,Male,30,5,0.0,3,0,1,119131.74,4,SILVER,393,0
683,France,Male,33,3,179329.63,4,1,1,188793.0,2,DIAMOND,565,0
658,Spain,Female,18,0,101928.95,2,1,0,157824.72,2,GOLD,547,0
613,France,Female,18,5,0.0,1,1,0,137430.29,5,GOLD,343,0
649,Spain,Female,48,0,137100.01,2,1,0,32825.58,3,DIAMOND,652,0
763,Spain,Female,44,0,0.0,1,1,1,164283.24,1,SILVER,626,0
678,France,Female,34,2,135063.15,1,1,1,84891.73,3,SILVER,377,0
698,Germany,Male,54,0,116900.76,2,0,0,103767.07,3,PLATINUM,789,1
850,France,Male,32,4,0.0,1,1,1,177760.74,2,GOLD,386,0
666,France,Male,42,7,0.0,1,1,1,73359.23,2,DIAMOND,665,0
833,Germany,Female,32,8,88114.91,3,1,0,96715.39,1,GOLD,577,0
704,Spain,Female,60,0,125489.14,1,1,0,56398.44,1,SILVER,715,1
695,Germany,Female,35,4,66115.59,1,1,0,193849.25,5,PLATINUM,401,0
691,France,Female,50,3,110770.8,3,1,0,95946.91,4,DIAMOND,395,0
673,Spain,Female,44,10,99487.82,1,1,1,134065.73,3,SILVER,231,0
585,Germany,Male,39,3,44067.84,2,1,0,39042.59,1,PLATINUM,652,0
620,Germany,Female,29,4,0.0,2,1,0,35944.69,5,PLATINUM,109,0
623,Germany,Male,44,4,0.0,2,1,1,146269.88,3,PLATINUM,530,0
531,Spain,Female,29,10,0.0,2,0,1,136264.67,5,SILVER,273,0
679,Spain,Female,31,2,20686.75,2,1,0,83557.57,4,SILVER,548,0
474,Germany,Female,18,3,81420.2,2,1,1,15894.79,4,SILVER,418,0
641,France,Female,25,0,27672.85,1,0,1,125180.6,5,PLATINUM,355,0
696,Spain,Male,43,5,94772.94,1,1,1,13848.4,1,SILVER,741,0
546,Spain,Male,18,1,21887.88,2,0,0,28335.94,1,PLATINUM,727,0
