CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
828,Germany,Male,25,4,180647.48,1,0,0,137374.22,3,DIAMOND,735,0
622,Germany,Male,51,2,0.0,3,1,1,173964.04,5,GOLD,211,1
483,France,Female,32,5,17716.88,2,1,1,156471.15,4,PLATINUM,585,0
572,Spain,Male,28,2,0.0,1,1,0,30081.73,4,DIAMOND,548,0
560,Spain,Female,26,1,151912.3,3,1,0,94582.76,3,PLATINUM,263,0
850,Germany,Female,31,6,37053.14,1,1,0,47671.49,4,GOLD,123,1
632,Germany,Female,25,0,0.0,3,1,0,42088.03,2,SILVER,255,1
551,France,Male,36,9,0.0,2,1,1,105955.64,1,DIAMOND,456,0
609,France,Male,49,4,0.0,1,1,1,34630.43,2,GOLD,398,0
753,France,Female,47,5,105074.16,3,1,1,100945.6,4,GOLD,507,0
550,Spain,Female,19,6,72815.19,2,0,1,114540.26,5,GOLD,212,0
739,Spain,Female,43,5,0.0,2,1,1,150959.71,2,SILVER,674,0
633,Germany,Female,48,5,0.0,1,1,0,117787.1,4,GOLD,499,1
688,France,Male,34,4,154126.17,1,0,0,157579.32,4,PLATINUM,426,0
659,Germany,Female,43,10,94241.25,3,1,1,132152.4,2,PLATINUM,258,1
691,France,Female,25,6,107670.37,1,0,0,97023.47,5,PLATINUM,309,0
705,Spain,Male,22,0,49330.36,2,1,1,143048.65,1,GOLD,612,0
651,Germany,Male,39,5,74270.02,2,1,1,126886.1,4,PLATINUM,653,0
696,France,Female,33,5,76145.73,2,0,1,72594.32,4,DIAMOND,290,0
554,Germany,Female,35,10,141984.56,3,0,0,54671.22,2,GOLD,401,1
540,Germany,Female,22,7,0.0,2,0,1,77689.72,5,GOLD,452,0
629,France,Female,23,9,0.0,2,1,0,133472.55,2,PLATINUM,520,0
647,France,Female,35,5,64076.71,3,1,0,196305.9,1,PLATINUM,479,0
640,France,Female,36,8,164224.33,1,1,0,152264.9,2,SILVER,432,0
646,Germany,Male,24,0,20890.37,1,1,0,40192.95,3,DIAMOND,165,0
720,Spain,Male,35,6,0.0,3,1,0,193162.21,3,GOLD,371,0
433,France,Female,25,4,0.0,4,1,0,178768.65,2,GOLD,391,1
618,Germany,Female,29,2,0.0,2,0,0,154870.8,2,GOLD,524,0
683,France,Male,31,0,168690.72,2,0,0,190940.31,5,PLATINUM,672,1
619,Germany,Male,20,1,131890.62,1,0,1,198127.53,1,GOLD,629,1
534,Germany,Male,26,7,0.0,4,0,1,131964.41,2,PLATINUM,233,0
500,France,Female,31,8,138165.32,3,0,0,185178.58,5,SILVER,593,0
716,Spain,Male,46,1,0.0,3,1,1,172286.1,5,DIAMOND,431,1
477,Germany,Male,26,4,217739.33,3,0,1,72311.05,1,DIAMOND,557,0
450,France,Male,49,10,68552.34,2,1,1,163984.51,2,GOLD,381,0
465,Germany,Female,40,5,86745.09,2,1,0,139746.98,2,SILVER,536,0
648,Germany,Male,33,6,0.0,4,1,1,193315.13,5,SILVER,358,1
685,France,Male,40,8,126842.79,2,1,1,99965.39,4,PLATINUM,588,0
668,Germany,Female,38,8,0.0,1,1,0,168366.99,4,DIAMOND,436,0
701,Spain,Female,28,6,171746.99,2,0,1,28735.62,1,SILVER,448,0
591,Spain,Male,38,2,108452.25,1,1,1,35489.05,3,SILVER,158,0
727,Germany,Male,53,5,78968.56,2,0,1,52279.76,4,GOLD,357,0
678,France,Female,49,10,0.0,2,1,1,15320.03,2,GOLD,666,0
646,France,Male,27,1,0.0,2,0,1,125626.61,2,GOLD,406,0
711,France,Male,36,6,52338.41,1,1,0,184596.67,1,GOLD,456,0
832,France,Female,35,3,26209.56,1,1,1,152431.5,5,GOLD,607,1
620,France,Male,25,10,165335.73,4,0,1,47526.29,5,GOLD,337,1
750,Spain,Female,28,10,46986.87,1,1,1,164175.59,3,SILVER,1200,0
701,Germany,Female,19,9,146688.53,4,1,0,50323.81,3,SILVER,342,0
609,France,Male,49,1,176867.18,1,1,0,183423.19,3,PLATINUM,447,0
559,France,Male,37,10,71940.72,2,1,1,44993.32,3,GOLD,228,0
543,Germany,Female,35,9,60671.05,1,1,1,97036.79,4,SILVER,468,0
830,France,Female,41,9,30606.41,2,1,1,165234.76,4,DIAMOND,423,0
773,Germany,Male,37,4,82150.49,2,0,0,48756.71,5,SILVER,671,0
595,France,Male,32,9,83778.1,1,0,1,92461.13,3,SILVER,302,0
701,Germany,Male,28,0,0.0,1,0,0,141140.51,4,PLATINUM,502,0
602,Spain,Male,53,7,130951.74,1,1,1,14310.03,4,DIAMOND,421,1
500,France,Female,37,2,65907.72,2,1,0,34581.37,5,GOLD,533,0
685,France,Male,36,4,47165.43,3,1,1,170223.53,5,DIAMOND,375,0
650,Spain,Male,27,4,46554.99,2,1,1,63875.35,3,GOLD,499,0
832,France,Female,59,10,89690.32,3,1,0,85633.16,4,GOLD,583,1
688,France,Female,46,0,57233.3,3,1,0,46678.12,2,GOLD,483,1
818,Germany,Female,31,3,102360.39,2,0,1,107534.37,3,GOLD,255,1
484,Spain,Female,40,9,0.0,2,1,0,143364.91,2,PLATINUM,481,0
565,Spain,Male,30,10,0.0,1,1,1,140407.5,1,SILVER,758,0
554,France,Female,31,6,77048.72,1,1,1,12033.33,2,GOLD,250,0
754,France,Female,28,5,89639.65,2,0,0,13265.5,2,GOLD,301,0
631,Germany,Male,43,1,0.0,2,1,1,86656.38,4,GOLD,834,0
603,Spain,Female,27,2,112334.43,1,1,0,43190.35,1,GOLD,663,0
626,France,Female,31,5,0.0,1,1,0,45341.25,2,SILVER,584,0
599,Germany,Male,45,9,61865.31,1,0,1,93204.42,3,DIAMOND,202,0
608,France,Female,33,6,77577.19,2,1,0,145603.44,2,GOLD,262,0
540,Spain,Male,25,7,0.0,3,1,1,185895.52,2,GOLD,549,0
659,France,Male,34,1,0.0,1,1,0,131339.93,5,SILVER,68,0
709,Spain,Female,29,4,112507.9,2,1,0,38267.64,1,SILVER,461,0
582,France,Male,48,2,0.0,1,1,1,66358.95,2,PLATINUM,722,0
644,France,Male,33,8,0.0,1,1,1,181291.57,2,SILVER,228,0
837,Germany,Male,27,1,0.0,2,0,0,154252.37,2,SILVER,239,0
617,Spain,Male,29,0,0.0,1,1,1,61896.66,4,PLATINUM,106,0
628,France,Male,18,4,0.0,1,0,1,16149.67,3,SILVER,393,0
640,France,Male,38,8,40437.69,1,1,0,94205.29,2,PLATINUM,646,0
